year,name,value,lastValue,group,subgroup
2-Nov-2017,T-series,27184885,27131071,Indian Uncle's,Indian Uncle's
2-Nov-2017,Pewdiepie,57730753,57718369,9 year old army,9 year old army
3-Nov-2017,T-series,27238710,27184885,Indian Uncle's,Indian Uncle's
3-Nov-2017,Pewdiepie,57743641,57730753,9 year old army,9 year old army
4-Nov-2017,T-series,27294932,27238710,Indian Uncle's,Indian Uncle's
4-Nov-2017,Pewdiepie,57757632,57743641,9 year old army,9 year old army
5-Nov-2017,T-series,27354716,27294932,Indian Uncle's,Indian Uncle's
5-Nov-2017,Pewdiepie,57771086,57757632,9 year old army,9 year old army
6-Nov-2017,T-series,27403957,27354716,Indian Uncle's,Indian Uncle's
6-Nov-2017,Pewdiepie,57779597,57771086,9 year old army,9 year old army
7-Nov-2017,T-series,27454587,27403957,Indian Uncle's,Indian Uncle's
7-Nov-2017,Pewdiepie,57792088,57779597,9 year old army,9 year old army
8-Nov-2017,T-series,27505529,27454587,Indian Uncle's,Indian Uncle's
8-Nov-2017,Pewdiepie,57801517,57792088,9 year old army,9 year old army
9-Nov-2017,T-series,27556737,27505529,Indian Uncle's,Indian Uncle's
9-Nov-2017,Pewdiepie,57813810,57801517,9 year old army,9 year old army
10-Nov-2017,T-series,27610535,27556737,Indian Uncle's,Indian Uncle's
10-Nov-2017,Pewdiepie,57825643,57813810,9 year old army,9 year old army
11-Nov-2017,T-series,27677530,27610535,Indian Uncle's,Indian Uncle's
11-Nov-2017,Pewdiepie,57840856,57825643,9 year old army,9 year old army
12-Nov-2017,T-series,27739075,27677530,Indian Uncle's,Indian Uncle's
12-Nov-2017,Pewdiepie,57853924,57840856,9 year old army,9 year old army
13-Nov-2017,T-series,27791990,27739075,Indian Uncle's,Indian Uncle's
13-Nov-2017,Pewdiepie,57864458,57853924,9 year old army,9 year old army
14-Nov-2017,T-series,27846815,27791990,Indian Uncle's,Indian Uncle's
14-Nov-2017,Pewdiepie,57874880,57864458,9 year old army,9 year old army
15-Nov-2017,T-series,27897961,27846815,Indian Uncle's,Indian Uncle's
15-Nov-2017,Pewdiepie,57889295,57874880,9 year old army,9 year old army
16-Nov-2017,T-series,27950519,27897961,Indian Uncle's,Indian Uncle's
16-Nov-2017,Pewdiepie,57900340,57889295,9 year old army,9 year old army
17-Nov-2017,T-series,28010394,27950519,Indian Uncle's,Indian Uncle's
17-Nov-2017,Pewdiepie,57913529,57900340,9 year old army,9 year old army
18-Nov-2017,T-series,28070330,28010394,Indian Uncle's,Indian Uncle's
18-Nov-2017,Pewdiepie,57928685,57913529,9 year old army,9 year old army
19-Nov-2017,T-series,28130691,28070330,Indian Uncle's,Indian Uncle's
19-Nov-2017,Pewdiepie,57941662,57928685,9 year old army,9 year old army
20-Nov-2017,T-series,28183408,28130691,Indian Uncle's,Indian Uncle's
20-Nov-2017,Pewdiepie,57950844,57941662,9 year old army,9 year old army
21-Nov-2017,T-series,28241651,28183408,Indian Uncle's,Indian Uncle's
21-Nov-2017,Pewdiepie,57963507,57950844,9 year old army,9 year old army
22-Nov-2017,T-series,28307260,28241651,Indian Uncle's,Indian Uncle's
22-Nov-2017,Pewdiepie,57977424,57963507,9 year old army,9 year old army
23-Nov-2017,T-series,28365084,28307260,Indian Uncle's,Indian Uncle's
23-Nov-2017,Pewdiepie,57990088,57977424,9 year old army,9 year old army
24-Nov-2017,T-series,28425960,28365084,Indian Uncle's,Indian Uncle's
24-Nov-2017,Pewdiepie,58004905,57990088,9 year old army,9 year old army
25-Nov-2017,T-series,28489151,28425960,Indian Uncle's,Indian Uncle's
25-Nov-2017,Pewdiepie,58023507,58004905,9 year old army,9 year old army
26-Nov-2017,T-series,28553631,28489151,Indian Uncle's,Indian Uncle's
26-Nov-2017,Pewdiepie,58044604,58023507,9 year old army,9 year old army
27-Nov-2017,T-series,28607557,28553631,Indian Uncle's,Indian Uncle's
27-Nov-2017,Pewdiepie,58056714,58044604,9 year old army,9 year old army
28-Nov-2017,T-series,28668017,28607557,Indian Uncle's,Indian Uncle's
28-Nov-2017,Pewdiepie,58069522,58056714,9 year old army,9 year old army
29-Nov-2017,T-series,28726209,28668017,Indian Uncle's,Indian Uncle's
29-Nov-2017,Pewdiepie,58081083,58069522,9 year old army,9 year old army
30-Nov-2017,T-series,28786539,28726209,Indian Uncle's,Indian Uncle's
30-Nov-2017,Pewdiepie,58093934,58081083,9 year old army,9 year old army
1-Dec-2017,T-series,28849947,28786539,Indian Uncle's,Indian Uncle's
1-Dec-2017,Pewdiepie,58105319,58093934,9 year old army,9 year old army
2-Dec-2017,T-series,28918859,28849947,Indian Uncle's,Indian Uncle's
2-Dec-2017,Pewdiepie,58118187,58105319,9 year old army,9 year old army
3-Dec-2017,T-series,28984025,28918859,Indian Uncle's,Indian Uncle's
3-Dec-2017,Pewdiepie,58129865,58118187,9 year old army,9 year old army
4-Dec-2017,T-series,29042764,28984025,Indian Uncle's,Indian Uncle's
4-Dec-2017,Pewdiepie,58138727,58129865,9 year old army,9 year old army
5-Dec-2017,T-series,29098711,29042764,Indian Uncle's,Indian Uncle's
5-Dec-2017,Pewdiepie,58145713,58138727,9 year old army,9 year old army
6-Dec-2017,T-series,29155021,29098711,Indian Uncle's,Indian Uncle's
6-Dec-2017,Pewdiepie,58156003,58145713,9 year old army,9 year old army
7-Dec-2017,T-series,29213344,29155021,Indian Uncle's,Indian Uncle's
7-Dec-2017,Pewdiepie,58176873,58156003,9 year old army,9 year old army
8-Dec-2017,T-series,29280238,29213344,Indian Uncle's,Indian Uncle's
8-Dec-2017,Pewdiepie,58209207,58176873,9 year old army,9 year old army
9-Dec-2017,T-series,29334514,29280238,Indian Uncle's,Indian Uncle's
9-Dec-2017,Pewdiepie,58260760,58209207,9 year old army,9 year old army
10-Dec-2017,T-series,29412655,29334514,Indian Uncle's,Indian Uncle's
10-Dec-2017,Pewdiepie,58299032,58260760,9 year old army,9 year old army
11-Dec-2017,T-series,29464942,29412655,Indian Uncle's,Indian Uncle's
11-Dec-2017,Pewdiepie,58351148,58299032,9 year old army,9 year old army
12-Dec-2017,T-series,29528413,29464942,Indian Uncle's,Indian Uncle's
12-Dec-2017,Pewdiepie,58389853,58351148,9 year old army,9 year old army
13-Dec-2017,T-series,29585787,29528413,Indian Uncle's,Indian Uncle's
13-Dec-2017,Pewdiepie,58408789,58389853,9 year old army,9 year old army
14-Dec-2017,T-series,29691778,29585787,Indian Uncle's,Indian Uncle's
14-Dec-2017,Pewdiepie,58435548,58408789,9 year old army,9 year old army
15-Dec-2017,T-series,29769010,29691778,Indian Uncle's,Indian Uncle's
15-Dec-2017,Pewdiepie,58455228,58435548,9 year old army,9 year old army
16-Dec-2017,T-series,29823920,29769010,Indian Uncle's,Indian Uncle's
16-Dec-2017,Pewdiepie,58476304,58455228,9 year old army,9 year old army
17-Dec-2017,T-series,29906960,29823920,Indian Uncle's,Indian Uncle's
17-Dec-2017,Pewdiepie,58492377,58476304,9 year old army,9 year old army
18-Dec-2017,T-series,29995668,29906960,Indian Uncle's,Indian Uncle's
18-Dec-2017,Pewdiepie,58507930,58492377,9 year old army,9 year old army
19-Dec-2017,T-series,30050046,29995668,Indian Uncle's,Indian Uncle's
19-Dec-2017,Pewdiepie,58526836,58507930,9 year old army,9 year old army
20-Dec-2017,T-series,30156292,30050046,Indian Uncle's,Indian Uncle's
20-Dec-2017,Pewdiepie,58541451,58526836,9 year old army,9 year old army
21-Dec-2017,T-series,30242313,30156292,Indian Uncle's,Indian Uncle's
21-Dec-2017,Pewdiepie,58562817,58541451,9 year old army,9 year old army
22-Dec-2017,T-series,30303839,30242313,Indian Uncle's,Indian Uncle's
22-Dec-2017,Pewdiepie,58583610,58562817,9 year old army,9 year old army
23-Dec-2017,T-series,30404955,30303839,Indian Uncle's,Indian Uncle's
23-Dec-2017,Pewdiepie,58605152,58583610,9 year old army,9 year old army
24-Dec-2017,T-series,30492664,30404955,Indian Uncle's,Indian Uncle's
24-Dec-2017,Pewdiepie,58629529,58605152,9 year old army,9 year old army
25-Dec-2017,T-series,30593517,30492664,Indian Uncle's,Indian Uncle's
25-Dec-2017,Pewdiepie,58650862,58629529,9 year old army,9 year old army
26-Dec-2017,T-series,30706006,30593517,Indian Uncle's,Indian Uncle's
26-Dec-2017,Pewdiepie,58676530,58650862,9 year old army,9 year old army
27-Dec-2017,T-series,30807028,30706006,Indian Uncle's,Indian Uncle's
27-Dec-2017,Pewdiepie,58700801,58676530,9 year old army,9 year old army
28-Dec-2017,T-series,30894907,30807028,Indian Uncle's,Indian Uncle's
28-Dec-2017,Pewdiepie,58722409,58700801,9 year old army,9 year old army
29-Dec-2017,T-series,30968201,30894907,Indian Uncle's,Indian Uncle's
29-Dec-2017,Pewdiepie,58748136,58722409,9 year old army,9 year old army
30-Dec-2017,T-series,31086265,30968201,Indian Uncle's,Indian Uncle's
30-Dec-2017,Pewdiepie,58772949,58748136,9 year old army,9 year old army
31-Dec-2017,T-series,31188314,31086265,Indian Uncle's,Indian Uncle's
31-Dec-2017,Pewdiepie,58799036,58772949,9 year old army,9 year old army
1-Jan-2018,T-series,31277729,31188314,Indian Uncle's,Indian Uncle's
1-Jan-2018,Pewdiepie,58821460,58799036,9 year old army,9 year old army
2-Jan-2018,T-series,31341086,31277729,Indian Uncle's,Indian Uncle's
2-Jan-2018,Pewdiepie,58870703,58821460,9 year old army,9 year old army
3-Jan-2018,T-series,31449485,31341086,Indian Uncle's,Indian Uncle's
3-Jan-2018,Pewdiepie,58952348,58870703,9 year old army,9 year old army
4-Jan-2018,T-series,31507171,31449485,Indian Uncle's,Indian Uncle's
4-Jan-2018,Pewdiepie,59058126,58952348,9 year old army,9 year old army
5-Jan-2018,T-series,31582013,31507171,Indian Uncle's,Indian Uncle's
5-Jan-2018,Pewdiepie,59140997,59058126,9 year old army,9 year old army
6-Jan-2018,T-series,31695191,31582013,Indian Uncle's,Indian Uncle's
6-Jan-2018,Pewdiepie,59227298,59140997,9 year old army,9 year old army
7-Jan-2018,T-series,31783631,31695191,Indian Uncle's,Indian Uncle's
7-Jan-2018,Pewdiepie,59299253,59227298,9 year old army,9 year old army
8-Jan-2018,T-series,31870007,31783631,Indian Uncle's,Indian Uncle's
8-Jan-2018,Pewdiepie,59380622,59299253,9 year old army,9 year old army
9-Jan-2018,T-series,31935864,31870007,Indian Uncle's,Indian Uncle's
9-Jan-2018,Pewdiepie,59460156,59380622,9 year old army,9 year old army
10-Jan-2018,T-series,32012593,31935864,Indian Uncle's,Indian Uncle's
10-Jan-2018,Pewdiepie,59557154,59460156,9 year old army,9 year old army
11-Jan-2018,T-series,32124756,32012593,Indian Uncle's,Indian Uncle's
11-Jan-2018,Pewdiepie,59581768,59557154,9 year old army,9 year old army
12-Jan-2018,T-series,32191046,32124756,Indian Uncle's,Indian Uncle's
12-Jan-2018,Pewdiepie,59630257,59581768,9 year old army,9 year old army
13-Jan-2018,T-series,32314045,32191046,Indian Uncle's,Indian Uncle's
13-Jan-2018,Pewdiepie,59674157,59630257,9 year old army,9 year old army
14-Jan-2018,T-series,32409211,32314045,Indian Uncle's,Indian Uncle's
14-Jan-2018,Pewdiepie,59716770,59674157,9 year old army,9 year old army
15-Jan-2018,T-series,32467016,32409211,Indian Uncle's,Indian Uncle's
15-Jan-2018,Pewdiepie,59780263,59716770,9 year old army,9 year old army
16-Jan-2018,T-series,32583942,32467016,Indian Uncle's,Indian Uncle's
16-Jan-2018,Pewdiepie,59816702,59780263,9 year old army,9 year old army
17-Jan-2018,T-series,32651960,32583942,Indian Uncle's,Indian Uncle's
17-Jan-2018,Pewdiepie,59871780,59816702,9 year old army,9 year old army
18-Jan-2018,T-series,32774639,32651960,Indian Uncle's,Indian Uncle's
18-Jan-2018,Pewdiepie,59913007,59871780,9 year old army,9 year old army
19-Jan-2018,T-series,32867228,32774639,Indian Uncle's,Indian Uncle's
19-Jan-2018,Pewdiepie,59957026,59913007,9 year old army,9 year old army
20-Jan-2018,T-series,32977892,32867228,Indian Uncle's,Indian Uncle's
20-Jan-2018,Pewdiepie,60005512,59957026,9 year old army,9 year old army
21-Jan-2018,T-series,33081112,32977892,Indian Uncle's,Indian Uncle's
21-Jan-2018,Pewdiepie,60052303,60005512,9 year old army,9 year old army
22-Jan-2018,T-series,33170182,33081112,Indian Uncle's,Indian Uncle's
22-Jan-2018,Pewdiepie,60093047,60052303,9 year old army,9 year old army
23-Jan-2018,T-series,33255557,33170182,Indian Uncle's,Indian Uncle's
23-Jan-2018,Pewdiepie,60132945,60093047,9 year old army,9 year old army
24-Jan-2018,T-series,33368492,33255557,Indian Uncle's,Indian Uncle's
24-Jan-2018,Pewdiepie,60176114,60132945,9 year old army,9 year old army
25-Jan-2018,T-series,33480128,33368492,Indian Uncle's,Indian Uncle's
25-Jan-2018,Pewdiepie,60222958,60176114,9 year old army,9 year old army
26-Jan-2018,T-series,33556174,33480128,Indian Uncle's,Indian Uncle's
26-Jan-2018,Pewdiepie,60259653,60222958,9 year old army,9 year old army
27-Jan-2018,T-series,33662588,33556174,Indian Uncle's,Indian Uncle's
27-Jan-2018,Pewdiepie,60295560,60259653,9 year old army,9 year old army
28-Jan-2018,T-series,33761074,33662588,Indian Uncle's,Indian Uncle's
28-Jan-2018,Pewdiepie,60329390,60295560,9 year old army,9 year old army
29-Jan-2018,T-series,33883478,33761074,Indian Uncle's,Indian Uncle's
29-Jan-2018,Pewdiepie,60358923,60329390,9 year old army,9 year old army
30-Jan-2018,T-series,33965342,33883478,Indian Uncle's,Indian Uncle's
30-Jan-2018,Pewdiepie,60390637,60358923,9 year old army,9 year old army
31-Jan-2018,T-series,34101352,33965342,Indian Uncle's,Indian Uncle's
31-Jan-2018,Pewdiepie,60417627,60390637,9 year old army,9 year old army
1-Feb-2018,T-series,34202927,34101352,Indian Uncle's,Indian Uncle's
1-Feb-2018,Pewdiepie,60447495,60417627,9 year old army,9 year old army
2-Feb-2018,T-series,34301927,34202927,Indian Uncle's,Indian Uncle's
2-Feb-2018,Pewdiepie,60472521,60447495,9 year old army,9 year old army
3-Feb-2018,T-series,34411161,34301927,Indian Uncle's,Indian Uncle's
3-Feb-2018,Pewdiepie,60513620,60472521,9 year old army,9 year old army
4-Feb-2018,T-series,34528053,34411161,Indian Uncle's,Indian Uncle's
4-Feb-2018,Pewdiepie,60550007,60513620,9 year old army,9 year old army
5-Feb-2018,T-series,34615962,34528053,Indian Uncle's,Indian Uncle's
5-Feb-2018,Pewdiepie,60588480,60550007,9 year old army,9 year old army
6-Feb-2018,T-series,34734201,34615962,Indian Uncle's,Indian Uncle's
6-Feb-2018,Pewdiepie,60614859,60588480,9 year old army,9 year old army
7-Feb-2018,T-series,34837255,34734201,Indian Uncle's,Indian Uncle's
7-Feb-2018,Pewdiepie,60642832,60614859,9 year old army,9 year old army
8-Feb-2018,T-series,34939227,34837255,Indian Uncle's,Indian Uncle's
8-Feb-2018,Pewdiepie,60669552,60642832,9 year old army,9 year old army
9-Feb-2018,T-series,35043828,34939227,Indian Uncle's,Indian Uncle's
9-Feb-2018,Pewdiepie,60697212,60669552,9 year old army,9 year old army
10-Feb-2018,T-series,35106201,35043828,Indian Uncle's,Indian Uncle's
10-Feb-2018,Pewdiepie,60715229,60697212,9 year old army,9 year old army
11-Feb-2018,T-series,35250775,35106201,Indian Uncle's,Indian Uncle's
11-Feb-2018,Pewdiepie,60759290,60715229,9 year old army,9 year old army
12-Feb-2018,T-series,35344118,35250775,Indian Uncle's,Indian Uncle's
12-Feb-2018,Pewdiepie,60785082,60759290,9 year old army,9 year old army
13-Feb-2018,T-series,35431706,35344118,Indian Uncle's,Indian Uncle's
13-Feb-2018,Pewdiepie,60804900,60785082,9 year old army,9 year old army
14-Feb-2018,T-series,35512126,35431706,Indian Uncle's,Indian Uncle's
14-Feb-2018,Pewdiepie,60836137,60804900,9 year old army,9 year old army
15-Feb-2018,T-series,35633882,35512126,Indian Uncle's,Indian Uncle's
15-Feb-2018,Pewdiepie,60856193,60836137,9 year old army,9 year old army
16-Feb-2018,T-series,35724060,35633882,Indian Uncle's,Indian Uncle's
16-Feb-2018,Pewdiepie,60879183,60856193,9 year old army,9 year old army
17-Feb-2018,T-series,35799195,35724060,Indian Uncle's,Indian Uncle's
17-Feb-2018,Pewdiepie,60910047,60879183,9 year old army,9 year old army
18-Feb-2018,T-series,35942209,35799195,Indian Uncle's,Indian Uncle's
18-Feb-2018,Pewdiepie,60944407,60910047,9 year old army,9 year old army
19-Feb-2018,T-series,36044198,35942209,Indian Uncle's,Indian Uncle's
19-Feb-2018,Pewdiepie,60963922,60944407,9 year old army,9 year old army
20-Feb-2018,T-series,36141097,36044198,Indian Uncle's,Indian Uncle's
20-Feb-2018,Pewdiepie,60989742,60963922,9 year old army,9 year old army
21-Feb-2018,T-series,36242243,36141097,Indian Uncle's,Indian Uncle's
21-Feb-2018,Pewdiepie,61006944,60989742,9 year old army,9 year old army
22-Feb-2018,T-series,36337233,36242243,Indian Uncle's,Indian Uncle's
22-Feb-2018,Pewdiepie,61030857,61006944,9 year old army,9 year old army
23-Feb-2018,T-series,36464548,36337233,Indian Uncle's,Indian Uncle's
23-Feb-2018,Pewdiepie,61048898,61030857,9 year old army,9 year old army
24-Feb-2018,T-series,36579735,36464548,Indian Uncle's,Indian Uncle's
24-Feb-2018,Pewdiepie,61075425,61048898,9 year old army,9 year old army
25-Feb-2018,T-series,36682616,36579735,Indian Uncle's,Indian Uncle's
25-Feb-2018,Pewdiepie,61103329,61075425,9 year old army,9 year old army
26-Feb-2018,T-series,36786127,36682616,Indian Uncle's,Indian Uncle's
26-Feb-2018,Pewdiepie,61122459,61103329,9 year old army,9 year old army
27-Feb-2018,T-series,36886535,36786127,Indian Uncle's,Indian Uncle's
27-Feb-2018,Pewdiepie,61148313,61122459,9 year old army,9 year old army
28-Feb-2018,T-series,36971472,36886535,Indian Uncle's,Indian Uncle's
28-Feb-2018,Pewdiepie,61170493,61148313,9 year old army,9 year old army
1-Mar-2018,T-series,37123322,36971472,Indian Uncle's,Indian Uncle's
1-Mar-2018,Pewdiepie,61191360,61170493,9 year old army,9 year old army
2-Mar-2018,T-series,37257033,37123322,Indian Uncle's,Indian Uncle's
2-Mar-2018,Pewdiepie,61218010,61191360,9 year old army,9 year old army
3-Mar-2018,T-series,37389575,37257033,Indian Uncle's,Indian Uncle's
3-Mar-2018,Pewdiepie,61239971,61218010,9 year old army,9 year old army
4-Mar-2018,T-series,37456660,37389575,Indian Uncle's,Indian Uncle's
4-Mar-2018,Pewdiepie,61260718,61239971,9 year old army,9 year old army
5-Mar-2018,T-series,37611640,37456660,Indian Uncle's,Indian Uncle's
5-Mar-2018,Pewdiepie,61282570,61260718,9 year old army,9 year old army
6-Mar-2018,T-series,37708552,37611640,Indian Uncle's,Indian Uncle's
6-Mar-2018,Pewdiepie,61298056,61282570,9 year old army,9 year old army
7-Mar-2018,T-series,37810487,37708552,Indian Uncle's,Indian Uncle's
7-Mar-2018,Pewdiepie,61317492,61298056,9 year old army,9 year old army
8-Mar-2018,T-series,37913835,37810487,Indian Uncle's,Indian Uncle's
8-Mar-2018,Pewdiepie,61334940,61317492,9 year old army,9 year old army
9-Mar-2018,T-series,38019602,37913835,Indian Uncle's,Indian Uncle's
9-Mar-2018,Pewdiepie,61348686,61334940,9 year old army,9 year old army
10-Mar-2018,T-series,38154518,38019602,Indian Uncle's,Indian Uncle's
10-Mar-2018,Pewdiepie,61372820,61348686,9 year old army,9 year old army
11-Mar-2018,T-series,38279876,38154518,Indian Uncle's,Indian Uncle's
11-Mar-2018,Pewdiepie,61392530,61372820,9 year old army,9 year old army
12-Mar-2018,T-series,38352295,38279876,Indian Uncle's,Indian Uncle's
12-Mar-2018,Pewdiepie,61411033,61392530,9 year old army,9 year old army
13-Mar-2018,T-series,38489148,38352295,Indian Uncle's,Indian Uncle's
13-Mar-2018,Pewdiepie,61428357,61411033,9 year old army,9 year old army
14-Mar-2018,T-series,38602291,38489148,Indian Uncle's,Indian Uncle's
14-Mar-2018,Pewdiepie,61441557,61428357,9 year old army,9 year old army
15-Mar-2018,T-series,38679473,38602291,Indian Uncle's,Indian Uncle's
15-Mar-2018,Pewdiepie,61459588,61441557,9 year old army,9 year old army
16-Mar-2018,T-series,38814046,38679473,Indian Uncle's,Indian Uncle's
16-Mar-2018,Pewdiepie,61480398,61459588,9 year old army,9 year old army
17-Mar-2018,T-series,38925360,38814046,Indian Uncle's,Indian Uncle's
17-Mar-2018,Pewdiepie,61503548,61480398,9 year old army,9 year old army
18-Mar-2018,T-series,39032811,38925360,Indian Uncle's,Indian Uncle's
18-Mar-2018,Pewdiepie,61520598,61503548,9 year old army,9 year old army
19-Mar-2018,T-series,39154787,39032811,Indian Uncle's,Indian Uncle's
19-Mar-2018,Pewdiepie,61538931,61520598,9 year old army,9 year old army
20-Mar-2018,T-series,39277920,39154787,Indian Uncle's,Indian Uncle's
20-Mar-2018,Pewdiepie,61553550,61538931,9 year old army,9 year old army
21-Mar-2018,T-series,39403718,39277920,Indian Uncle's,Indian Uncle's
21-Mar-2018,Pewdiepie,61575451,61553550,9 year old army,9 year old army
22-Mar-2018,T-series,39527522,39403718,Indian Uncle's,Indian Uncle's
22-Mar-2018,Pewdiepie,61596746,61575451,9 year old army,9 year old army
23-Mar-2018,T-series,39645806,39527522,Indian Uncle's,Indian Uncle's
23-Mar-2018,Pewdiepie,61618410,61596746,9 year old army,9 year old army
24-Mar-2018,T-series,39699915,39645806,Indian Uncle's,Indian Uncle's
24-Mar-2018,Pewdiepie,61647191,61618410,9 year old army,9 year old army
25-Mar-2018,T-series,39819716,39699915,Indian Uncle's,Indian Uncle's
25-Mar-2018,Pewdiepie,61672877,61647191,9 year old army,9 year old army
26-Mar-2018,T-series,39938025,39819716,Indian Uncle's,Indian Uncle's
26-Mar-2018,Pewdiepie,61696992,61672877,9 year old army,9 year old army
27-Mar-2018,T-series,40059221,39938025,Indian Uncle's,Indian Uncle's
27-Mar-2018,Pewdiepie,61715172,61696992,9 year old army,9 year old army
28-Mar-2018,T-series,40187351,40059221,Indian Uncle's,Indian Uncle's
28-Mar-2018,Pewdiepie,61736517,61715172,9 year old army,9 year old army
29-Mar-2018,T-series,40239646,40187351,Indian Uncle's,Indian Uncle's
29-Mar-2018,Pewdiepie,61771402,61736517,9 year old army,9 year old army
30-Mar-2018,T-series,40357904,40239646,Indian Uncle's,Indian Uncle's
30-Mar-2018,Pewdiepie,61799604,61771402,9 year old army,9 year old army
31-Mar-2018,T-series,40472236,40357904,Indian Uncle's,Indian Uncle's
31-Mar-2018,Pewdiepie,61823150,61799604,9 year old army,9 year old army
1-Apr-2018,T-series,40583349,40472236,Indian Uncle's,Indian Uncle's
1-Apr-2018,Pewdiepie,61848042,61823150,9 year old army,9 year old army
2-Apr-2018,T-series,40695576,40583349,Indian Uncle's,Indian Uncle's
2-Apr-2018,Pewdiepie,61875666,61848042,9 year old army,9 year old army
3-Apr-2018,T-series,40802175,40695576,Indian Uncle's,Indian Uncle's
3-Apr-2018,Pewdiepie,61890298,61875666,9 year old army,9 year old army
4-Apr-2018,T-series,40927800,40802175,Indian Uncle's,Indian Uncle's
4-Apr-2018,Pewdiepie,61915405,61890298,9 year old army,9 year old army
5-Apr-2018,T-series,41039064,40927800,Indian Uncle's,Indian Uncle's
5-Apr-2018,Pewdiepie,61937116,61915405,9 year old army,9 year old army
6-Apr-2018,T-series,41149933,41039064,Indian Uncle's,Indian Uncle's
6-Apr-2018,Pewdiepie,61949674,61937116,9 year old army,9 year old army
7-Apr-2018,T-series,41255705,41149933,Indian Uncle's,Indian Uncle's
7-Apr-2018,Pewdiepie,61981111,61949674,9 year old army,9 year old army
8-Apr-2018,T-series,41362144,41255705,Indian Uncle's,Indian Uncle's
8-Apr-2018,Pewdiepie,62006174,61981111,9 year old army,9 year old army
9-Apr-2018,T-series,41460426,41362144,Indian Uncle's,Indian Uncle's
9-Apr-2018,Pewdiepie,62028203,62006174,9 year old army,9 year old army
10-Apr-2018,T-series,41516294,41460426,Indian Uncle's,Indian Uncle's
10-Apr-2018,Pewdiepie,62050844,62028203,9 year old army,9 year old army
11-Apr-2018,T-series,41650583,41516294,Indian Uncle's,Indian Uncle's
11-Apr-2018,Pewdiepie,62070543,62050844,9 year old army,9 year old army
12-Apr-2018,T-series,41719275,41650583,Indian Uncle's,Indian Uncle's
12-Apr-2018,Pewdiepie,62087975,62070543,9 year old army,9 year old army
13-Apr-2018,T-series,41834963,41719275,Indian Uncle's,Indian Uncle's
13-Apr-2018,Pewdiepie,62101063,62087975,9 year old army,9 year old army
14-Apr-2018,T-series,41961634,41834963,Indian Uncle's,Indian Uncle's
14-Apr-2018,Pewdiepie,62129610,62101063,9 year old army,9 year old army
15-Apr-2018,T-series,42072982,41961634,Indian Uncle's,Indian Uncle's
15-Apr-2018,Pewdiepie,62152930,62129610,9 year old army,9 year old army
16-Apr-2018,T-series,42123239,42072982,Indian Uncle's,Indian Uncle's
16-Apr-2018,Pewdiepie,62171994,62152930,9 year old army,9 year old army
17-Apr-2018,T-series,42243728,42123239,Indian Uncle's,Indian Uncle's
17-Apr-2018,Pewdiepie,62192349,62171994,9 year old army,9 year old army
18-Apr-2018,T-series,42387254,42243728,Indian Uncle's,Indian Uncle's
18-Apr-2018,Pewdiepie,62203489,62192349,9 year old army,9 year old army
19-Apr-2018,T-series,42507333,42387254,Indian Uncle's,Indian Uncle's
19-Apr-2018,Pewdiepie,62222221,62203489,9 year old army,9 year old army
20-Apr-2018,T-series,42560138,42507333,Indian Uncle's,Indian Uncle's
20-Apr-2018,Pewdiepie,62240539,62222221,9 year old army,9 year old army
21-Apr-2018,T-series,42687432,42560138,Indian Uncle's,Indian Uncle's
21-Apr-2018,Pewdiepie,62259124,62240539,9 year old army,9 year old army
22-Apr-2018,T-series,42790706,42687432,Indian Uncle's,Indian Uncle's
22-Apr-2018,Pewdiepie,62274799,62259124,9 year old army,9 year old army
23-Apr-2018,T-series,42886826,42790706,Indian Uncle's,Indian Uncle's
23-Apr-2018,Pewdiepie,62288182,62274799,9 year old army,9 year old army
24-Apr-2018,T-series,43026425,42886826,Indian Uncle's,Indian Uncle's
24-Apr-2018,Pewdiepie,62310395,62288182,9 year old army,9 year old army
25-Apr-2018,T-series,43091531,43026425,Indian Uncle's,Indian Uncle's
25-Apr-2018,Pewdiepie,62326892,62310395,9 year old army,9 year old army
26-Apr-2018,T-series,43209393,43091531,Indian Uncle's,Indian Uncle's
26-Apr-2018,Pewdiepie,62342642,62326892,9 year old army,9 year old army
27-Apr-2018,T-series,43358474,43209393,Indian Uncle's,Indian Uncle's
27-Apr-2018,Pewdiepie,62355917,62342642,9 year old army,9 year old army
28-Apr-2018,T-series,43450073,43358474,Indian Uncle's,Indian Uncle's
28-Apr-2018,Pewdiepie,62313913,62355917,9 year old army,9 year old army
29-Apr-2018,T-series,43571266,43450073,Indian Uncle's,Indian Uncle's
29-Apr-2018,Pewdiepie,62327956,62313913,9 year old army,9 year old army
30-Apr-2018,T-series,43697800,43571266,Indian Uncle's,Indian Uncle's
30-Apr-2018,Pewdiepie,62347923,62327956,9 year old army,9 year old army
1-May-2018,T-series,43814338,43697800,Indian Uncle's,Indian Uncle's
1-May-2018,Pewdiepie,62357959,62347923,9 year old army,9 year old army
2-May-2018,T-series,43946489,43814338,Indian Uncle's,Indian Uncle's
2-May-2018,Pewdiepie,62379906,62357959,9 year old army,9 year old army
3-May-2018,T-series,44003184,43946489,Indian Uncle's,Indian Uncle's
3-May-2018,Pewdiepie,62400947,62379906,9 year old army,9 year old army
4-May-2018,T-series,44112463,44003184,Indian Uncle's,Indian Uncle's
4-May-2018,Pewdiepie,62417630,62400947,9 year old army,9 year old army
